Comment,clean_comment,word_count,sentiment_score,sentiment_label
"5:04 tool atau alat yang menunjang produktivitas dan kreativitas, bukan menggantikan produktivitas dan kreativitas. dengan alat tersebut, manusia bisa ""menjelajahi"" bidang-bidang baru yang belum tergarap sebelumnya.
6:55 ujian dengan jawaban yang harus ditulis tangan memang salah satu cara alternatif untuk menguji keaslian pengetahuan seseorang di era AI dan IT sekarang ini.",tool alat tunjang produktivitas kreativitas ganti produktivitas kreativitas alat manusia jajah bidang bidang baru garap belum uji jawab tulis tangan memang salah satu cara alternatif uji asli tahu orang era artificial intelligence it sekarang,34,-2,Negatif
sampai akhirnya ada A.I yang bisa bikin channel youtube kayak ini atau ada A.I yang bisa jadi diplomat atau negosiator kepolisian dengan tingkat efektifitas lebih baik dari manusia.,akhir a i bikin channel youtube kayak a i diplomat negosiator polisi tingkat efektifitas lebih baik manusia,17,0,Netral
"Sehebat apapun ChatGPT dan NLP AI lainnya ini memberikan jawaban, saya tetap anjurkan kita menggunakan/bertanya dengan cara ""bagaimana menjawabnya/menyelesaikannya"" dibanding hanya ""apa jawabannya/solusinya"". 
Dengan begitu, maka tidak hanya kitanya menjadi terbantu pekerjaannya, namun semakin berwawasan pula karena semakin ahli kita menyelesaikan masalah / membuat keputusan dengan langkah langkah yang didukung oleh data (data driven decisions), bukan hanya asumsi.",hebat apa chatgpt nlp artificial intelligence lain beri jawab tetap anjur guna tanya cara bagaimana jawab selesai banding jawab solusi begitu kita jadi bantu kerja makin wawas makin ahli selesai masalah buat putus langkah langkah dukung data data driven decisions asumsi,41,5,Positif
Tanpa perasaan _emosi bisa sangat membahayakan khan?,asa emosi sangat bahaya khan,5,-1,Negatif
Bisa-bisanya berpikir sampai ke sini hehe... Jadinya para anggota dean ga bisa tidur saat sidang?,bisa pikir sini hehe jadi anggota dean tidur sidang,9,0,Netral
"Pada akhirnya tak ada yang tak terbatas, atau kata lain segala sesuatu pasti ada batasnya.
Termasuk juga ChatGPT ada limit yang membatasinya.

Maka kembali kepada fokusnya, bahwa sesuatu dibuat untuk fungsi tertentu (fungsi utama) walau dibuat sebagai ""multi-purpose"" (multi-fungsi).",akhir batas kata pasti batas masuk chatgpt limit batas fokus buat fungsi tentu fungsi utama buat multi purpose multi fungsi,20,0,Netral
Betul bang.. semua tergantung pengguna. Intinya kita harus belajar memahami dan mengikuti alur tekhnologi dengan lapang dada dan tentunya kreativitas akan semakin lebih baik lagi... terima kasih sudah membahas ini,betul semua gantung guna inti ajar paham ikut alur tekhnologi lapang dada tentu kreativitas makin lebih baik terima kasih bahas,20,2,Positif
ChatGPT kalo gini bakal bisa sangat meningkatkan kualitas NPC dalam game dan mungkin bakal mungkin di implementasikan ke VR,chatgpt gin bakal sangat tingkat kualitas npc game mungkin bakal mungkin implementasi vr,13,0,Netral
Npc itu dari awal emg udh pake AI.,npc awal emg pake artificial intelligence,6,0,Netral
 @filipadriann9513  bakal susah bedain yg mana NPC sama real player.,bakal susah bedain mana npc real player,7,-1,Negatif
Wah dunianya kirito bisa makin terwujud nih,wah dunia kirito makin wujud,5,0,Netral
"Saat ini kita berada di sebuah Pivotal moment. Bagaimana kita bekerja, berkarya dan belajar tidak akan sama seperti dulu lagi.
Terimalah kenyataan itu. Mulailah melatih diri anda untuk menjadi bagian dari masa depan.",ada pivotal moment bagaimana kerja karya ajar dulu terima nyata mulai latih diri jadi bagi masa depan,17,0,Netral
semoga anggota DPR kedepannya bisa di kerjakan chatGPT,moga anggota dpr depan kerja chatgpt,6,0,Netral
Semoga 2030 chatGTP Gantikan DPR,moga chatgtp ganti dpr,4,-1,Negatif
Hemat anggaran dan memgurangi atu menghilangan angka koruptor . ,hemat anggar memgurangi atu hilang angka koruptor,7,-1,Negatif
No no no... demokrasi sdh ketinggalan jaman .kawan. itu barang kuno,no no no demokrasi tinggal jaman kawan barang kuno,9,0,Netral
Sangat cerdas semoga dan semoga,sangat cerdas moga moga,4,1,Positif
dpr bukan nya yang slalu ngabisin duit rakyat ya?,dpr nya slalu ngabisin duit rakyat,6,0,Netral
Krn itu bubarkan dpr (agar anggaran keuangan negara terselamatkan dr pemborosan yg tdk berguna tdk ada kegunaanya dr para anggota dpr yg lbh banyak dungunya),bubar dpr anggar uang negara selamat boros guna kegunaanya para anggota dpr lbh banyak dungu,15,1,Positif
Sangat setuju ....jadi kita pilih aplikasi untuk mewakili kita. Sepertinya outputnya lebih efisien dan produktif,sangat tuju pilih aplikasi wakil seperti outputnya lebih efisien produktif,10,2,Positif
Setuju! Jadi menghapus Korupsi/Kolusi/Non Produktif. Mari dukung Pencalonan AI jadi Ketua & Anggota DPR/MPR RI!!!,tuju hapus korupsi kolusi non produktif dukung calon artificial intelligence ketua anggota dpr mpr ri,15,2,Positif
Iya pak tapi kalo anaknya cerdas malah membantu buat proses belajar. Tapi kebanyakan murid sy jadi males terlalu ngandelin AI. Dilematis,anak cerdas malah bantu buat proses ajar banyak murid males terlalu ngandelin artificial intelligence lat,15,2,Positif
kerukunan agama? emangnya ada hukum agama yg jelas bahas AI?,rukun agama emang hukum agama jelas bahas artificial intelligence,9,1,Positif
"Aku hanya takut kalau kita tidak mengantisipasi kecepatan perkembangan AI.
terutama yang masih menggunakan mindset lama mungkin tertinggal oleh orang2 yang sudah memanfaatkan chat gpt dari sekarang.",takut antisipasi cepat kembang artificial intelligence utama masih guna mindset lama mungkin tinggal orang manfaat chat gpt sekarang,18,1,Positif
"Apalagi kebanyakan pelajar saat ini lebih fokus ke trend"" dan kurang perhatian ke hal ini",banyak ajar lebih fokus trend kurang perhati hal,8,0,Netral
Biasanya memang begitu....penemuan2 awalnya digunakan utk mempermudah dan meringankan pekerjaan2...tetapi memang selanjutnya ada sj dampak2 negatif yg merepotkan...memang tdk 100% bermanfaat...ada S&K nya...,biasa memang temu awal guna mudah ringan kerja memang lanjut sj dampak negatif repot memang manfaat s k nya,19,0,Netral
 @Blue-zl8rr  tinggal matiin listrik udh kelar AI,zlrr tinggal matiin listrik kelar artificial intelligence,7,0,Netral
Ya kalo manusianya mau jadi petani. Kayaknya mending jadi tukang parkir,manusia tani kayak mending tukang parkir,6,0,Netral
Banyak inovasi tekhnologi yg dibuat sangat memudahkan pekerjaan manusia. Dan bahkan dapat menggantikan posisi manusia dalam pekerjaan manusia itu sendiri..  mau kerja apa anak cucu kita dimasa depan,banyak inovasi tekhnologi buat sangat mudah kerja manusia bahkan ganti posisi manusia kerja manusia sendiri kerja anak cucu masa depan,20,1,Positif
bikin script film sangat bisa tapi kasi jiwa agar film tersebut bisa sampe ke hati penonton.. gak akan bisa.. ato bikin naskah skrip film yang bisa laku sampe 8 juta penonton.. gak akan bisa.. ato gini jg.. AI suru bikin lirik lagu yang bagus nan puitis.. sangat bisa.. tapi lirik bagus nan puitis tersebut haruslah punya nada dan menurut aku rasa dari nada tersebut cuman tercipta sense manusia.. ini klo di indsutri musik dan film yaa.. kreatifitas nada dengan feel dan sensenya menurut aku sampe kapanpun gak akan bisa digantikan AI..,bikin script film sangat kasi jiwa film sampe hati tonton ato bikin naskah skrip film laku sampe juta tonton ato gin jg artificial intelligence suru bikin lirik lagu bagus nan puitis sangat lirik bagus nan puitis harus punya nada rasa nada cuman cipta sense manusia klo indsutri musik film yaa kreatifitas nada feel sensenya turut sampe kapan ganti artificial intelligence,60,1,Positif
"Perlu di pahami bersama bahwa chatGPT adalah software yang mana semua software membutuhkan input untuk dia proses sehingga menghasilkan output.
ChatGPT ini menggukan input bigdata yang banyak di internet. Namun perlu digaris bawahi, jika input (sumber data) yang diperoleh oleh AI ini salah atau tidak valid, maka hasilnya pun akan salah.",paham sama chatgpt software mana semua software butuh input proses hasil output chatgpt menggukan input bigdata banyak internet gar bawah input sumber data oleh artificial intelligence salah valid hasil salah,30,-1,Negatif
"teknologi pasti berkembang
kalau dianggap/dijadikan ""pesaing"" dalam bekerja pastilah posisi manusia bisa2 tergeser oleh robot.",teknologi kembang anggap jadi saing kerja pasti posisi manusia geser robot,11,0,Netral
Kuli pabrik pegang mesin terus tp skrg banyak yg udh pake robot,kuli pabrik pegang mesin skrg banyak pake robot,8,0,Netral
"Saya liat2 pembawaan nya full senyum pak, hahaha
Saya pun yg sudah mencoba sendiri chatgpt merasa takjub. Semua pertanyaan teknis bisa dijawabnya. Mungkin ini satu2nya buah perkembangan teknologi yg terjadi di satu dekade ini yg bikin saya merinding sekaligus resah dalam konotasi positif",liat bawa nya full senyum hahaha coba sendiri chatgpt rasa takjub semua tanya teknis jawab mungkin satu buah kembang teknologi jadi satu dekade bikin merinding sekaligus resah konotasi positif,29,1,Positif
Terima kasih Pak Dr. Indrawan... statement positif yg menjadikan Chat GPT lebih sebagai alat bantu utk kita lebih produktif sangat menenangkan,terima kasih indrawan statement positif jadi chat gpt lebih alat bantu lebih produktif sangat tenang,15,3,Positif
Sistem ekonomi dunia harus berubah agar banyak pekerjaan yg hilang krn IA bisa tergantikan dg pekerjaan baru.,sistem ekonomi dunia ubah banyak kerja hilang ganti kerja baru,10,-2,Negatif
Dari sini kita belajar berapa mulianya orang orang di dunia sana ilmu bermanfaat di kembangkan dan sebar luaskan secara murah bahkan gratis beda dg negara kita ilmu di tutup rapat dan butuh biaya besar untuk mendapatkan skill dan keahlian ... Mulai dari kelas 0 SD S2 pendidikan di jadikan ladang bisnis tanpa peduli siswa yang di didik mau jadi apa...  mencetak sarjana lebih mudah dari mencetak batu bata.,sini ajar berapa mulia orang orang dunia sana ilmu manfaat kembang sebar luas murah bahkan gratis beda negara ilmu tutup rapat butuh biaya besar dapat skill ahli mulai kelas sd s didik jadi ladang bisnis peduli siswa didik cetak sarjana lebih mudah cetak batu bata,45,1,Positif
"Informasi yang sangat bermanfaat sekali pak. Saya kemaren barusan review ChatGPT selama 1 minggu lebih dan hasilnya emang predictable yak bisa menggantikan beberapa pekerjaan seperti akuntan, customer service, lobby service. Bahkan beberapa pertanyaan soal materi soal pun dia bisa jawab dan hampir semuanya benar. Kemudian untuk buat aplikasi sederhana aja dia bisa buatkan tuh sample nya dan dia itu ngaku sendiri kalo sample code nya itu belum terlalu sempurna dan diperlukan adanya modifikasi sesuai kebutuhan. Jadi bisa disimpulkan kalo ChatGPT bisa jadi tools buat nanganin masalah sepele di beberapa profesi sehingga pekerja manusia tinggal fokus ke hal-hal yang expert aja, biar detail"" kecil ditangani sama AI. Jadi bisa diprediksi banyak perusahaan (terutama di ikn) bakal bergantung sama AI juga ",informasi sangat manfaat sekali kemaren barusan review chatgpt lama minggu lebih hasil emang predictable yak ganti beberapa kerja akuntan customer service lobby service bahkan beberapa tanya soal materi soal jawab hampir semua benar kemudian buat aplikasi sederhana buat sample nya ngaku sendiri sample code nya terlalu sempurna perlu ada modifikasi sesuai butuh simpul chatgpt tools buat nanganin masalah sepele beberapa profesi kerja manusia tinggal fokus hal expert biar detail kecil tangan artificial intelligence prediksi banyak usaha utama ikn bakal gantung artificial intelligence,82,-1,Negatif
teknologi AI merupakan teknologi yg banyak manfaatnya buat manusia wlpn tentu ada sisi negatif..tapi paling gak dibanding teknologi yg sedikit mengada2 mcm metaverse sangat jauh penggunaan di dunia nyata,teknologi artificial intelligence rupa teknologi banyak manfaat buat manusia wlpn sisi negatif banding teknologi sedikit ada mcm metaverse sangat jauh guna dunia nyata,23,0,Netral
Saya pernah nyobain minta chatGPT bikin cerita kriminal. Walaupun hasilnya terlalu klise tp ga bisa dipungkiri kalau teknologi ini cukup cerdas untuk membuat dan mengolah data yang dia punya menjadi karya tulis yang baru. Sya rasa utk saat ini sentuhan manusia msh diperlukan utk sesuatu yg sifatnya kreatifitas.,nyobain minta chatgpt bikin cerita kriminal hasil terlalu klise dipungkiri teknologi cukup cerdas buat olah data punya jadi karya tulis baru sya rasa sentuh manusia msh perlu sifat kreatifitas,29,1,Positif
"5 kekurangan di jawab ama orangnya sendiri(chatgpt): 
Sebagai seorang model bahasa alami, saya memiliki beberapa kekurangan yang perlu diperhatikan, di antaranya:",kurang jawab ama orang sendiri chatgpt orang model bahasa alami milik beberapa kurang perhati antara,15,0,Netral
memang seperti itu cara kerja Artificial Neural Network. Semakin sering dilatih semakin dia pintar dan akurat.,memang cara kerja artificial neural network makin sering latih makin pintar akurat,12,1,Positif
"►bisa positif untuk orang yg selalu ingin tahu tentang dunia & cara kerja dunia (bagi seorang pelajar yang di arahkan)
►bisa negatif untuk orang yang malas untuk tau tentang dunia ( cari cara termudah,malas menghitung dan mencari tahu, menganggap chatGPT sebagai google versi terbaik)",bisa positif orang selalu tahu dunia cara kerja dunia orang ajar arah bisa negatif orang malas tau dunia cari cara mudah malas hitung cari tahu anggap chatgpt google versi baik,30,-1,Negatif
Kebetulan saya baru saja menonton film berjudul Megan yang mungkin berhubungan dengan topik ini.  Menakutkan melihat efek negatif ketika AI terlalu banyak mendominasi informasi dan pengetahuan,betul baru tonton film judul megan mungkin hubung topik takut lihat efek negatif artificial intelligence terlalu banyak dominasi informasi tahu,20,-2,Negatif
"Assalamualaikum pak Indra..
Jikalau boleh sy bertanya, yg dimaksud dengan ChatGPT bisa menjadi Content Creator, bolehkah sy mendapat penjelasan (opini pribadi pak Indra) mengenai Content Creator seperti apa itu pak?",assalamualaikum indra jikalau tanya maksud chatgpt jadi content creator boleh dapat jelas opini pribadi indra kena content creator,18,1,Positif
"Saya sudah menggunakan Chat GPT sekitar sebulan lebih memang SANGAT membantu sih, buat script, dll semua jadi lebih mudah. Tapi ya balik lagi, jika hampir semua dapat diwakilkan chat GPT maka manusia sepertinya ga bakal terpakai lagi servicenya pada akhirnya . Jadi ingat film ""HER"". ",guna chat gpt bulan lebih memang sangat bantu buat script semua lebih mudah balik hampir semua wakil chat gpt manusia seperti bakal pakai servicenya akhir ingat film her,28,3,Positif
Anak -anak di sekolah kami malah kami encourage untuk menggunakan Chatgpt untuk membantu mereka dalam membuat sebuah karya analisa. karena tugas di sekolah kami bukan hafalan tetapi analisis esai,anak anak sekolah malah encourage guna chatgpt bantu buat karya analisa tugas sekolah hafal analisis esai,16,2,Positif
Mari kita kembali le Perkebunan dan Pertanian atau Perikanan. Karena Pekerjaan itu yg sekarang masih di butuhkan. Karena Manusia Masih Butuh Makan. AI cukup membantu sebagai alat.,le kebun tani ikan kerja sekarang butuh manusia butuh makan artificial intelligence cukup bantu alat,15,1,Positif
"Pak, kenapa google dibandingkannya sama chat gpt bukan sama mesin pencari yang lain?
seperti
1. DuckDuckGo
2. Ecosia",google banding chat gpt mesin cari lain duckduckgo ecosia,9,0,Netral
Betul sekali. Yang jelas perusahaan bisa lebih efisien dijalankan.,betul sekali jelas usaha lebih efisien jalan,7,2,Positif
Perkembangan chatbot AI semakin canggih nih... Bahkan bisa jadi era dehumanisasi karena manusia jadi malas dan menyerahkan semuanya ke AI... padahal bisa bahaya nih klo AI jadi punya emosi karna dia bakal punya kemandirian berfikir.. Dan bisa jadi apocalipse karna robot bisa terjadi kaya di film2... ,kembang chatbot artificial intelligence makin canggih bahkan era dehumanisasi manusia malas serah semua artificial intelligence padahal bahaya klo artificial intelligence punya emosi karna bakal punya mandiri berfikir apocalipse karna robot jadi kaya film,33,-1,Negatif
Sepertinya akan ada perkembangan AI yg memiliki kemampuan berbeda-beda dan merangkum jadi satu kemampuan utuh yg dimiliki manusia . Meskipun banyak hal kemampuan yg ada pada manusia yg tak dapat tergantikan oleh AI,seperti kembang artificial intelligence milik mampu beda beda rangkum satu mampu utuh milik manusia banyak mampu manusia ganti artificial intelligence,20,-1,Negatif
"AI mengumpulkan kecerdasan dari manusia.. disimpan.. bertambah dan terus berkembang..
AI memanjakan manusia sehingga manusia menjadi malas belajar
1 AI vs 1 Juta manusia, kayaknya menang AI 
Kita lihat perkembangannya",artificial intelligence kumpul cerdas manusia simpan tambah kembang artificial intelligence manja manusia manusia jadi malas ajar artificial intelligence vs juta manusia kayak menang artificial intelligence lihat kembang,27,0,Netral
Kata siapa? Semua pekerjaan yg kamu sebutkan tadi bisa dgantikan oleh mesin atau robot.,kata siapa semua kerja sebut tadi dgantikan mesin robot,9,0,Netral
"generate wkwkwk :

Chat GPT adalah kecerdasan buatan (AI) dari OpenAI yang dikembangkan untuk mempromosikan dan mengembangkan AI yang ramah dan bermanfaat bagi kehidupan manusia. GPT adalah model bahasa berbasis neural network yang dilatih dengan supervisi learning dengan memanfaatkan data sebesar lebih dari 40 GB teks internet. GPT bisa melakukan berbagai tugas seperti menjawab pertanyaan, membuat analisis keuangan, menulis puisi, menciptakan lagu, membuat prediksi, menterjemahkan bahasa, hingga membuat lelucon. GPT bikin heboh karena bisa melakukan tugas yang biasanya dilakukan hanya oleh orang-orang kompeten dan bisa menguasai berbagai kemampuan.",generate wkwkwk chat gpt cerdas buat artificial intelligence openai kembang promosi kembang artificial intelligence ramah manfaat hidup manusia gpt model bahasa bas neural network latih supervisi learning manfaat data besar lebih gb teks internet gpt laku bagai tugas jawab tanya buat analisis uang tulis puisi cipta lagu buat prediksi terjemah bahasa hingga buat lelucon gpt bikin heboh laku tugas biasa laku orang orang kompeten kuasa bagai mampu,67,1,Positif
Peradaban akan maju dan berkembang jika kita mampu menyelesaikan sejumlah operasi penting tanpa harus memikirkannya..,adab maju kembang mampu selesai jumlah operasi penting pikir,9,1,Positif
"""kita""?.....kita siapa?.....para pencipta  AI justru berfikir lebih keras lagi...",siapa cipta artificial intelligence justru berfikir lebih keras,8,0,Netral
"Betul pak Doktor,  sepekan saya chat dgn chatGPT, saya suruh coding, buat puisi, buat musik dan hadilnya......wow.....gokil..., Codingnya bisa dipakai dan ""running well""...
Salut buat mas Elon..",betul doktor pek chat chatgpt suruh coding buat puisi buat musik hadilnya wow gokil codingnya pakai running well salut buat elon,21,3,Positif
Pekerjaan yang tidak akan tergantikan adalah GURU MENGAJI,kerja ganti guru aji,4,-1,Negatif
Sekarang sudah ada aplikasi buat belajar baca Alquran bang,sekarang aplikasi buat ajar baca alquran,6,0,Netral
Semakin mudah teknologi sekarang semakin banyak persaingan sengit dalam hal teknologi dalam mendapatkan pekerjaan ,makin mudah teknologi sekarang makin banyak saing sengit hal teknologi dapat kerja,12,1,Positif
"Dengan kemajuan teknologi yg melahirkan Ai masuk kedalam setiap ranah hidup setiap manusia, dan bahkan kedepannya bisa jadi merubah segala sendi-sendi kehidupan

Prioritas mendasar dalam hidup haruslah hidup itu sendiri, bukan penumpukan barang dan orang, bukan drama sosial dan psikologis.",maju teknologi lahir artificial intelligence masuk dalam ranah hidup manusia bahkan depan rubah sendi sendi hidup prioritas dasar hidup harus hidup sendiri tumpu barang orang drama sosial psikologis,28,1,Positif
 @laughtalememe  customer service aja udh ada yg mulai pake ai,customer service mulai pake artificial intelligence,6,0,Netral
"ChatGPT gokil sih, bisa mengusik gajah yg lagi tidur.

""In February 2023, Google announced Bard, a conversational artificial intelligence chatbot powered by LaMDA, to counter the rise of OpenAI's ChatGPT.""",chatgpt gokil usik gajah tidur in february google announced bard a conversational artificial intelligence chatbot powered by lamda to counter the rise of openai s chatgpt,26,1,Positif
Iya juga ya. Chat GPT akan terus mengupdate databasenya seiring dia dipakek orang. Keren,chat gpt mengupdate databasenya iring dipakek orang keren,8,1,Positif
Masyaallah super jelas. Sebagai penulis tetap optimis dengan tetap beradaptasi dengan ChatGPT. ,masyaallah super jelas tulis tetap optimis tetap adaptasi chatgpt,9,2,Positif
"AI saat itu bisa diibaratkan hp nokia jadul, gak kebayang sih masa depan apa yg bakal disuguhkan jika AI sudah setara perkembangan smart phone. Ngeri"" sedap kalau mikir soal AI dan masa depannya bagi umat manusia",artificial intelligence ibarat hp nokia jadul bayang masa depan bakal suguh artificial intelligence tara kembang smart phone ngeri sedap mikir soal artificial intelligence masa depan umat manusia,27,-1,Negatif
"ChatGPT ini menjawab pain point yang diberikan si Google. 
1. di google perlu otak atik kalimat yang benar agar hasil pencarian sesuai. open ai bisa mengikuti topik bahasan.
2. google terlalu banyak pilihan, kadang yang masuk halaman 1 itu isinya spammer backlink. open ai langsung menjawab cuma 1.",chatgpt jawab pain point beri si google google otak atik kalimat benar hasil cari sesuai open artificial intelligence ikut topik bahas google terlalu banyak pilih kadang masuk halaman isi spammer backlink open artificial intelligence langsung jawab,36,0,Netral
"saya pernah coba di chatgpt ""dialog untuk melawan atasan""
dia menjawab 
""Sebagai model AI, saya tidak menyarankan bertindak melawan atasan. Lebih baik untuk mengatasi masalah melalui komunikasi dan negosiasi yang produktif dan profesional. Jika Anda merasa ada masalah yang harus dibicarakan, cobalah untuk menyampaikan pandangan dan pendapat Anda secara terbuka dan dalam cara yang respekful terhadap atasan Anda. Mungkin ada solusi yang dapat dicapai melalui komunikasi yang efektif""",coba chatgpt dialog lawan atas jawab model artificial intelligence saran tindak lawan atas lebih baik atas masalah komunikasi negosiasi produktif profesional rasa masalah bicara coba sampai pandang dapat buka cara respekful atas anda mungkin solusi capai komunikasi efektif,38,3,Positif
Terima kasih. Tanya bang. Bagaimana pengaruh chatGPT terhadap pertimbangan dan keputusan politik di suatu negara.,terima kasih tanya bagaimana pengaruh chatgpt timbang putus politik negara,10,0,Netral
"Chat GPT memicu distrupsi sistem edukasi kita.
Kita sudah terpaku ke sistem edukasi yang menekan kreatifitas, dan menciptakan manusia yang malas berfikir.",chat gpt picu distrupsi sistem edukasi terpa sistem edukasi tekan kreatifitas cipta manusia malas berfikir,15,-1,Negatif
Memang dari jaman ke jaman teknelogi makin sangat mudah tp menakutkan,memang jaman jaman teknelogi makin sangat mudah takut,8,0,Netral
"kelebihan chatGPT dia paham konteks dari chat kita
berbeda dengan google assistent yang cuma one shot question.
cortana rasanya penggembangannya jauh ketinggalan dibawah google",lebih chatgpt paham konteks chat beda google assistent one shot question cortana rasa penggembangannya jauh tinggal bawah google,18,1,Positif
"Mankanya manusia seharusnya bekerja di batas2 intelegensi manusia. AI itu belum sampai pada level intelegensi manusia, dia baru menyerap knowledge manusia menggunakan sistem logika yg sudah existing. Tp manusia yg ""menciptakan"" sistem logika tersebut. Logika sendiri masih menarik kok di eksplorasi, AI blm sampai ke batas sana",mankanya manusia kerja batas intelegensi manusia artificial intelligence level intelegensi manusia baru serap knowledge manusia guna sistem logika existing manusia cipta sistem logika logika sendiri tarik eksplorasi artificial intelligence batas sana,31,1,Positif
"Chatgpt gak mungkin bisa menggantikan google
Karena fungsi mereka berdua agak berbeda
Chatgpt itu di training oleh developernya jadi kita nggak bisa mencari jawaban sesuatu yang bener2 baru seperti berita2 terbaru",chatgpt mungkin ganti google fungsi dua beda chatgpt training developer cari jawab bener baru berita baru,16,-1,Negatif
Dia lebih ke jawaban netral bro masih medium lah dalam tahap wajar,lebih jawab netral medium tahap wajar,6,0,Netral
Dulu waktu kuliah ada matkul Sistem Pakar dan khayalan saya suatu saat banyak yang akan tergantikan dengan AI salah satunya diagnosa awal saat kita ke klinik.,dulu waktu kuliah matkul sistem pakar khayal banyak ganti artificial intelligence salah satu diagnosa awal klinik,16,-2,Negatif
"Adaptasi tidak semudah ganti baju.
Dan mungkin , sangat banyak orang yang masih belum menerima kenyataan, bahwa, apa yang masih sebatas mimpi.
Sekarang sudah sebatas sejarah yang telah usang.",adaptasi mudah ganti baju mungkin sangat banyak orang masih terima nyata masih batas mimpi sekarang batas sejarah usang,18,0,Netral
"kayaknya  pekerjaan yang paling jelas bakal tergantikan adalah CS, karana sampe sekarang aja setiap nghubungin cs mereka selalu mengunakan kata"" templet, chat gpt bisa jauh lebih dari itu",kayak kerja jelas bakal ganti cs karana sampe sekarang tiap nghubungin cs selalu mengunakan kata templet chat gpt jauh lebih,20,0,Netral
Terimakasih informasinya pak....sangat membantu dalam mengembangkan potensi diri....,terimakasih informasi sangat bantu kembang potensi diri,7,1,Positif
"Masih belum sempurna, tapi di saat sekarang ini, teknologi begitu sangata cepat berubah. apalagi di sorong persaingan Google vs Microsoft. kata microsoft mungkin berkata ""This Is It!!""",sempurna sekarang teknologi sangata cepat ubah sorong saing google vs microsoft kata microsoft mungkin kata this is it,18,1,Positif
"sedikit revisi pak, chatGPT itu belum langsung terkoneksi dengan internet untuk sekarang, melainkan masih menggunakan data sampai pada tahun 2021, contoh nya kalo sekarang kita tanyakan negara mana yang menang di world cup qatar 2022 chatGPT belum bisa menjawap
sekian, jika ada yg salah mohon di koreksi lagi",sedikit revisi chatgpt langsung koneksi internet sekarang masih guna data tahun contoh nya sekarang tanya negara mana menang world cup qatar chatgpt menjawap sekian salah mohon koreksi,27,0,Netral
ChatGPT bagus untuk usaha kecil umkm bisa belajar cara bayar pajak dan bertanya pertanyaan cliche yang terkadang tidak bisa di tanya dengan mudah  walaupun jawabannya mudah ,chatgpt bagus usaha kecil umkm ajar cara bayar pajak tanya tanya cliche terkadang tanya mudah jawab mudah,17,3,Positif
This ChatGPT is nothing but instantaneous chat as if someone was with us...sort of psyop,this chatgpt is nothing but instantaneous chat as if someone was with us sort of psyop,16,0,Netral
"Maaf, tapi sebagai programmer saya menganggap ChatGPT itu overrated.
Persis ketika orang non IT pada rempong soal NFT. 
Mau secanggih apa AI kalo manusia sendiri bego, ya tetep unfaedah.
Manusia harus tetep punya fundamental understanding akan pengetahuan dan tentu saja daya kreativitas, empati,emosi, moral  dan hal psikologis lainya yg tentu mesin secanggih apa gak akan pernah mampu",programmer anggap chatgpt overrated persis orang non it rempong soal nft canggih artificial intelligence manusia sendiri bego tetep unfaedah manusia tetep punya fundamental understanding tahu tentu daya kreativitas empati emosi moral hal psikologis lai tentu mesin canggih mampu,38,2,Positif
Terima kasih pak Indrawan utk ulasannya yang singkat padat dan akurat,terima kasih indrawan ulas singkat padat akurat,7,0,Netral
"Mmmm... 
Lima tahun yg lalu belajar ERP sambil project ERP. sekarang lagi belajar UI/UX, Digital Marketing, Software Engineer ehh ChatGPT muncul. 
Blm selesai belajar yg satu, sudah muncul yg baru.",mmmm lima tahun lalu ajar erp project erp sekarang ajar ui ux digital marketing software engineer ehh chatgpt muncul selesai ajar satu muncul baru,24,0,Netral
Sistem pendidikan di indo hrs mau dirubah mengikuti perkembangan zaman krna diluar sana pengajar2 udh kejar2an sama AI,sistem didik indo hrs rubah ikut kembang zaman krna luar sana ajar kejar artificial intelligence,15,0,Netral
Wkwkwkw gaji guru honored apa kabar gak bakal sangup Indonesia bakalan ngejar,wkwkwkw gaji guru honored kabar bakal sangup indonesia bakal ngejar,10,0,Netral
Ya sih ane sekarang gap year buat ngumpulin ide dan perluas literasi,ane sekarang gap year buat ngumpulin ide luas literasi,9,0,Netral
Saya guru bagi pendidikan ini ancaman sekaligus tantangan ..harus2 benar bijak dan cermat,guru didik ancam sekaligus tantang benar bijak cermat,8,0,Netral
untuk guru di bidang inklusi atau preschool apakah bisa tergantikan juga?,guru bidang inklusi preschool ganti,5,-1,Negatif
Saya mencoba menggunakan chat GPT untuk buat jurnal riset sangat membantu menyusun kata2 yang mudah dimengerti,coba guna chat gpt buat jurnal riset sangat bantu susun kata mudah erti,13,3,Positif
